"group","count","prop","hh.type","typology","code","country","year","subregions","regions"
"old_female",67360,0.0447914034551089,"complex","un",620,"Portugal",2011,"SEU","EU"
"old_female",295960,0.196800234064341,"extended","un",620,"Portugal",2011,"SEU","EU"
"old_male",120260,0.105363682559708,"single","un",620,"Portugal",2011,"SEU","EU"
"old_male",825320,0.723089593299339,"nuclear","un",620,"Portugal",2011,"SEU","EU"
"old_male",32400,0.0283866897965621,"complex","un",620,"Portugal",2011,"SEU","EU"
"old_male",163400,0.14316003434439,"extended","un",620,"Portugal",2011,"SEU","EU"
"young_female",182260,0.0453195943963438,"single","un",620,"Portugal",2011,"SEU","EU"
"young_female",3133800,0.779230467021081,"nuclear","un",620,"Portugal",2011,"SEU","EU"
"young_female",81800,0.0203398596599414,"complex","un",620,"Portugal",2011,"SEU","EU"
"young_female",623800,0.155110078922634,"extended","un",620,"Portugal",2011,"SEU","EU"
"young_male",193640,0.0495179644546733,"single","un",620,"Portugal",2011,"SEU","EU"
"young_male",3051660,0.780375911008822,"nuclear","un",620,"Portugal",2011,"SEU","EU"
"young_male",90660,0.0231837360951285,"complex","un",620,"Portugal",2011,"SEU","EU"
"young_male",574540,0.146922388441376,"extended","un",620,"Portugal",2011,"SEU","EU"
"total",870420,0.0822905439900165,"single","un",620,"Portugal",2011,"SEU","EU"
"total",7777060,0.735252519522756,"nuclear","un",620,"Portugal",2011,"SEU","EU"
"total",272220,0.025736003176584,"complex","un",620,"Portugal",2011,"SEU","EU"
"total",1657700,0.156720933310643,"extended","un",620,"Portugal",2011,"SEU","EU"
"old_female",85948,0.262657193062877,"single","inter",630,"PuertoRico",2000,"CRB","AM"
"old_female",94462,0.288675987470395,"one gen","inter",630,"PuertoRico",2000,"CRB","AM"
"old_female",90438,0.276378638551455,"two gen","inter",630,"PuertoRico",2000,"CRB","AM"
"old_female",41730,0.127526931010773,"three+ gen","inter",630,"PuertoRico",2000,"CRB","AM"
"old_female",14647,0.0447612499045,"skipped","inter",630,"PuertoRico",2000,"CRB","AM"
"old_male",44540,0.173092542719348,"single","inter",630,"PuertoRico",2000,"CRB","AM"
"old_male",106945,0.415612527640788,"one gen","inter",630,"PuertoRico",2000,"CRB","AM"
"old_male",73407,0.28527625243375,"two gen","inter",630,"PuertoRico",2000,"CRB","AM"
"old_male",23657,0.0919364679638892,"three+ gen","inter",630,"PuertoRico",2000,"CRB","AM"
"old_male",8770,0.0340822092422246,"skipped","inter",630,"PuertoRico",2000,"CRB","AM"
"total",279272,0.0733264891915948,"single","inter",630,"PuertoRico",2000,"CRB","AM"
"total",479818,0.125982445039004,"one gen","inter",630,"PuertoRico",2000,"CRB","AM"
"total",2495889,0.655328059318229,"two gen","inter",630,"PuertoRico",2000,"CRB","AM"
"total",484171,0.127125381700936,"three+ gen","inter",630,"PuertoRico",2000,"CRB","AM"
"total",69460,0.018237624750237,"skipped","inter",630,"PuertoRico",2000,"CRB","AM"
"young_female",59780,0.0362963183341338,"single","inter",630,"PuertoRico",2000,"CRB","AM"
"young_female",145391,0.0882763134646712,"one gen","inter",630,"PuertoRico",2000,"CRB","AM"
"young_female",1189540,0.722246947326623,"two gen","inter",630,"PuertoRico",2000,"CRB","AM"
"young_female",229400,0.139283630409004,"three+ gen","inter",630,"PuertoRico",2000,"CRB","AM"
"young_female",22888,0.013896790465568,"skipped","inter",630,"PuertoRico",2000,"CRB","AM"
"young_male",89004,0.0564364101208129,"single","inter",630,"PuertoRico",2000,"CRB","AM"
"young_male",133020,0.0843464481851437,"one gen","inter",630,"PuertoRico",2000,"CRB","AM"
"young_male",1142504,0.724448612519316,"two gen","inter",630,"PuertoRico",2000,"CRB","AM"
"young_male",189384,0.120086210668285,"three+ gen","inter",630,"PuertoRico",2000,"CRB","AM"
"young_male",23155,0.0146823185064427,"skipped","inter",630,"PuertoRico",2000,"CRB","AM"
"old_female",85948,0.262657193062877,"single","un",630,"PuertoRico",2000,"CRB","AM"
"old_female",145722,0.445326610130644,"nuclear","un",630,"PuertoRico",2000,"CRB","AM"
"old_female",6845,0.0209183283673313,"complex","un",630,"PuertoRico",2000,"CRB","AM"
"old_female",88710,0.271097868439147,"extended","un",630,"PuertoRico",2000,"CRB","AM"
"old_male",44540,0.173092542719348,"single","un",630,"PuertoRico",2000,"CRB","AM"
"old_male",155398,0.60391187592055,"nuclear","un",630,"PuertoRico",2000,"CRB","AM"
"old_male",5109,0.019854732841337,"complex","un",630,"PuertoRico",2000,"CRB","AM"
"old_male",52272,0.203140848518765,"extended","un",630,"PuertoRico",2000,"CRB","AM"
"young_female",59780,0.0362963183341338,"single","un",630,"PuertoRico",2000,"CRB","AM"
"young_female",1206526,0.732560250491955,"nuclear","un",630,"PuertoRico",2000,"CRB","AM"
"young_female",46897,0.0284742127955148,"complex","un",630,"PuertoRico",2000,"CRB","AM"
"young_female",333796,0.202669218378396,"extended","un",630,"PuertoRico",2000,"CRB","AM"
"young_male",89004,0.0564364101208129,"single","un",630,"PuertoRico",2000,"CRB","AM"
"young_male",1151123,0.729913821036139,"nuclear","un",630,"PuertoRico",2000,"CRB","AM"
"young_male",45002,0.0285352492950521,"complex","un",630,"PuertoRico",2000,"CRB","AM"
"young_male",291938,0.185114519547996,"extended","un",630,"PuertoRico",2000,"CRB","AM"
"total",279272,0.0733264891915948,"single","un",630,"PuertoRico",2000,"CRB","AM"
"total",2658769,0.6980943178745,"nuclear","un",630,"PuertoRico",2000,"CRB","AM"
"total",103853,0.0272679534003219,"complex","un",630,"PuertoRico",2000,"CRB","AM"
"total",766716,0.201311239533583,"extended","un",630,"PuertoRico",2000,"CRB","AM"
"old_female",659950,0.275452025977929,"single","inter",642,"Romania",2002,"EEU","EU"
"old_female",778780,0.325049668597759,"one gen","inter",642,"Romania",2002,"EEU","EU"
"old_female",452820,0.18899944905421,"two gen","inter",642,"Romania",2002,"EEU","EU"
"old_female",443370,0.185055178055662,"three+ gen","inter",642,"Romania",2002,"EEU","EU"
"old_female",60960,0.0254436783144398,"skipped","inter",642,"Romania",2002,"EEU","EU"
"old_male",197690,0.110935281673148,"single","inter",642,"Romania",2002,"EEU","EU"
"old_male",893470,0.5013776423517,"one gen","inter",642,"Romania",2002,"EEU","EU"
"old_male",373900,0.209816894216147,"two gen","inter",642,"Romania",2002,"EEU","EU"
"old_male",284680,0.15975039701913,"three+ gen","inter",642,"Romania",2002,"EEU","EU"
"old_male",32290,0.0181197847398753,"skipped","inter",642,"Romania",2002,"EEU","EU"
"total",1382300,0.0646548800800012,"single","inter",642,"Romania",2002,"EEU","EU"
"total",3403150,0.159176919007637,"one gen","inter",642,"Romania",2002,"EEU","EU"
"total",12260500,0.573465352832855,"two gen","inter",642,"Romania",2002,"EEU","EU"
"total",4056780,0.189749420828291,"three+ gen","inter",642,"Romania",2002,"EEU","EU"
"total",276940,0.0129534272512158,"skipped","inter",642,"Romania",2002,"EEU","EU"
"young_female",252220,0.0293151242190905,"single","inter",642,"Romania",2002,"EEU","EU"
"young_female",943310,0.109639401423798,"one gen","inter",642,"Romania",2002,"EEU","EU"
"young_female",5594770,0.650271102716839,"two gen","inter",642,"Romania",2002,"EEU","EU"
"young_female",1722880,0.20024756646811,"three+ gen","inter",642,"Romania",2002,"EEU","EU"
"young_female",90570,0.0105268051721633,"skipped","inter",642,"Romania",2002,"EEU","EU"
"young_male",272440,0.0316864018534521,"single","inter",642,"Romania",2002,"EEU","EU"
"young_male",787590,0.0916014287026882,"one gen","inter",642,"Romania",2002,"EEU","EU"
"young_male",5839010,0.679111794473372,"two gen","inter",642,"Romania",2002,"EEU","EU"
"young_male",1605850,0.186769961886529,"three+ gen","inter",642,"Romania",2002,"EEU","EU"
"young_male",93120,0.0108304130839578,"skipped","inter",642,"Romania",2002,"EEU","EU"
"old_female",659950,0.275452025977929,"single","un",642,"Romania",2002,"EEU","EU"
"old_female",983210,0.410375310950465,"nuclear","un",642,"Romania",2002,"EEU","EU"
"old_female",1650,0.000688682237841628,"complex","un",642,"Romania",2002,"EEU","EU"
"old_female",751070,0.313483980833765,"extended","un",642,"Romania",2002,"EEU","EU"
"old_male",197690,0.110935281673148,"single","un",642,"Romania",2002,"EEU","EU"
"old_male",1130650,0.634473044786003,"nuclear","un",642,"Romania",2002,"EEU","EU"
"old_male",570,0.000319859935017929,"complex","un",642,"Romania",2002,"EEU","EU"
"old_male",453120,0.254271813605832,"extended","un",642,"Romania",2002,"EEU","EU"
"young_female",252220,0.0293151242190905,"single","un",642,"Romania",2002,"EEU","EU"
"young_female",5843120,0.679136423071335,"nuclear","un",642,"Romania",2002,"EEU","EU"
"young_female",3770,0.000438181025715531,"complex","un",642,"Romania",2002,"EEU","EU"
"young_female",2504640,0.291110271683859,"extended","un",642,"Romania",2002,"EEU","EU"
"young_male",272440,0.0316864018534521,"single","un",642,"Romania",2002,"EEU","EU"
"young_male",5953700,0.692450927598363,"nuclear","un",642,"Romania",2002,"EEU","EU"
"young_male",3710,0.000431495194818336,"complex","un",642,"Romania",2002,"EEU","EU"
"young_male",2368160,0.275431175353367,"extended","un",642,"Romania",2002,"EEU","EU"
"total",1382300,0.0646548800800012,"single","un",642,"Romania",2002,"EEU","EU"
"total",13910680,0.650649893099379,"nuclear","un",642,"Romania",2002,"EEU","EU"
"total",9700,0.000453702044980114,"complex","un",642,"Romania",2002,"EEU","EU"
"total",6076990,0.28424152477564,"extended","un",642,"Romania",2002,"EEU","EU"
"old_female",2970,0.0109869783959751,"single","inter",686,"Senegal",2002,"WAF","AF"
"old_female",9020,0.0333678603137023,"one gen","inter",686,"Senegal",2002,"WAF","AF"
"old_female",52260,0.19332642793726,"two gen","inter",686,"Senegal",2002,"WAF","AF"
"old_female",179300,0.663287955016277,"three+ gen","inter",686,"Senegal",2002,"WAF","AF"
"old_female",26770,0.099030778336786,"skipped","inter",686,"Senegal",2002,"WAF","AF"
"old_male",3610,0.0134435631028191,"single","inter",686,"Senegal",2002,"WAF","AF"
"old_male",11540,0.0429747141846349,"one gen","inter",686,"Senegal",2002,"WAF","AF"
"old_male",98400,0.366439503966037,"two gen","inter",686,"Senegal",2002,"WAF","AF"
"old_male",141460,0.526794026738167,"three+ gen","inter",686,"Senegal",2002,"WAF","AF"
"old_male",13520,0.0503481920083417,"skipped","inter",686,"Senegal",2002,"WAF","AF"
"total",49970,0.00502432226447421,"single","inter",686,"Senegal",2002,"WAF","AF"
"total",383290,0.0385385727586616,"one gen","inter",686,"Senegal",2002,"WAF","AF"
"total",4609100,0.4634301330636,"two gen","inter",686,"Senegal",2002,"WAF","AF"
"total",4531960,0.455673954967111,"three+ gen","inter",686,"Senegal",2002,"WAF","AF"
"total",371300,0.0373330169461532,"skipped","inter",686,"Senegal",2002,"WAF","AF"
"young_female",7510,0.00157092594684371,"single","inter",686,"Senegal",2002,"WAF","AF"
"young_female",145510,0.030437474637181,"one gen","inter",686,"Senegal",2002,"WAF","AF"
"young_female",2257570,0.472233727006121,"two gen","inter",686,"Senegal",2002,"WAF","AF"
"young_female",2194460,0.459032510427518,"three+ gen","inter",686,"Senegal",2002,"WAF","AF"
"young_female",175570,0.036725361982337,"skipped","inter",686,"Senegal",2002,"WAF","AF"
"young_male",35880,0.00775590934146104,"single","inter",686,"Senegal",2002,"WAF","AF"
"young_male",217220,0.0469548112361251,"one gen","inter",686,"Senegal",2002,"WAF","AF"
"young_male",2200870,0.475745490310517,"two gen","inter",686,"Senegal",2002,"WAF","AF"
"young_male",2016740,0.43594349513094,"three+ gen","inter",686,"Senegal",2002,"WAF","AF"
"young_male",155440,0.0336002939809561,"skipped","inter",686,"Senegal",2002,"WAF","AF"
"old_female",2970,0.0109869783959751,"single","un",686,"Senegal",2002,"WAF","AF"
"old_female",8780,0.0324800236756437,"nuclear","un",686,"Senegal",2002,"WAF","AF"
"old_female",68350,0.252848475880438,"complex","un",686,"Senegal",2002,"WAF","AF"
"old_female",190220,0.703684522047943,"extended","un",686,"Senegal",2002,"WAF","AF"
"old_male",3610,0.0134435631028191,"single","un",686,"Senegal",2002,"WAF","AF"
"old_male",40420,0.150523219007187,"nuclear","un",686,"Senegal",2002,"WAF","AF"
"old_male",64540,0.240345585223253,"complex","un",686,"Senegal",2002,"WAF","AF"
"old_male",159960,0.595687632666741,"extended","un",686,"Senegal",2002,"WAF","AF"
"young_female",7510,0.00157092594684371,"single","un",686,"Senegal",2002,"WAF","AF"
"young_female",767110,0.160462450477135,"nuclear","un",686,"Senegal",2002,"WAF","AF"
"young_female",1229900,0.257267885755404,"complex","un",686,"Senegal",2002,"WAF","AF"
"young_female",2776100,0.580698737820617,"extended","un",686,"Senegal",2002,"WAF","AF"
"young_male",35880,0.00775590934146104,"single","un",686,"Senegal",2002,"WAF","AF"
"young_male",746430,0.161350150773321,"nuclear","un",686,"Senegal",2002,"WAF","AF"
"young_male",1231060,0.266108967499973,"complex","un",686,"Senegal",2002,"WAF","AF"
"young_male",2612780,0.564784972385245,"extended","un",686,"Senegal",2002,"WAF","AF"
"total",49970,0.00502432226447421,"single","un",686,"Senegal",2002,"WAF","AF"
"total",1562740,0.157128464590443,"nuclear","un",686,"Senegal",2002,"WAF","AF"
"total",2593850,0.260803248062966,"complex","un",686,"Senegal",2002,"WAF","AF"
"total",5739060,0.577043965082117,"extended","un",686,"Senegal",2002,"WAF","AF"
"old_female",322633.54,0.128894140479456,"single","inter",710,"SouthAfrica",2011,"SAF","AF"
"old_female",482987.69,0.192956637938846,"one gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"old_female",456433.09,0.18234790723225,"two gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"old_female",828561.11,0.331015405615158,"three+ gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"old_female",412473.84,0.16478590873429,"skipped","inter",710,"SouthAfrica",2011,"SAF","AF"
"old_male",207488.81,0.125822963703684,"single","inter",710,"SouthAfrica",2011,"SAF","AF"
"old_male",493446.88,0.299230348238713,"one gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"old_male",371123.86,0.225052637616222,"two gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"old_male",426060.54,0.25836670353448,"three+ gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"old_male",150933.5,0.0915273469069007,"skipped","inter",710,"SouthAfrica",2011,"SAF","AF"
"total",4291327.02,0.0828880915907641,"single","inter",710,"SouthAfrica",2011,"SAF","AF"
"total",7980807.68,0.154151365035824,"one gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"total",23031560.95,0.444860558192059,"two gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"total",13579931.92,0.262299898268136,"three+ gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"total",2888912.22,0.0558000869132173,"skipped","inter",710,"SouthAfrica",2011,"SAF","AF"
"young_female",1290734.29,0.053601678686057,"single","inter",710,"SouthAfrica",2011,"SAF","AF"
"young_female",3132770.24,0.130097840510398,"one gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"young_female",11543146.21,0.479364357922648,"two gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"young_female",6877133.97,0.2855939663158,"three+ gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"young_female",1236324.75,0.0513421565650973,"skipped","inter",710,"SouthAfrica",2011,"SAF","AF"
"young_male",2470470.38,0.104946483051594,"single","inter",710,"SouthAfrica",2011,"SAF","AF"
"young_male",3871602.87,0.164467102406205,"one gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"young_male",10660857.79,0.452877128352248,"two gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"young_male",5448176.3,0.231440516898666,"three+ gen","inter",710,"SouthAfrica",2011,"SAF","AF"
"young_male",1089180.13,0.0462687692912868,"skipped","inter",710,"SouthAfrica",2011,"SAF","AF"
"old_female",322633.54,0.128894140479456,"single","un",710,"SouthAfrica",2011,"SAF","AF"
"old_female",513521.74,0.205155184097769,"nuclear","un",710,"SouthAfrica",2011,"SAF","AF"
"old_female",172661,0.0689791618978096,"complex","un",710,"SouthAfrica",2011,"SAF","AF"
"old_female",1494272.99,0.596971513524965,"extended","un",710,"SouthAfrica",2011,"SAF","AF"
"old_male",207488.81,0.125822963703684,"single","un",710,"SouthAfrica",2011,"SAF","AF"
"old_male",582800.32,0.35341502758561,"nuclear","un",710,"SouthAfrica",2011,"SAF","AF"
"old_male",118305.57,0.0717414950717278,"complex","un",710,"SouthAfrica",2011,"SAF","AF"
"old_male",740458.89,0.449020513638978,"extended","un",710,"SouthAfrica",2011,"SAF","AF"
"young_female",1290734.29,0.053601678686057,"single","un",710,"SouthAfrica",2011,"SAF","AF"
"young_female",8801131.57,0.365493835674616,"nuclear","un",710,"SouthAfrica",2011,"SAF","AF"
"young_female",1462070.1,0.0607169208440966,"complex","un",710,"SouthAfrica",2011,"SAF","AF"
"young_female",12526173.5,0.52018756479523,"extended","un",710,"SouthAfrica",2011,"SAF","AF"
"young_male",2470470.38,0.104946483051594,"single","un",710,"SouthAfrica",2011,"SAF","AF"
"young_male",8334466.49,0.354051177183861,"nuclear","un",710,"SouthAfrica",2011,"SAF","AF"
"young_male",1638806.13,0.0696170822930056,"complex","un",710,"SouthAfrica",2011,"SAF","AF"
"young_male",11096544.47,0.47138525747154,"extended","un",710,"SouthAfrica",2011,"SAF","AF"
"total",4291327.02,0.0828880915907641,"single","un",710,"SouthAfrica",2011,"SAF","AF"
"total",18231920.12,0.352154253856434,"nuclear","un",710,"SouthAfrica",2011,"SAF","AF"
"total",3391842.8,0.0655143211779451,"complex","un",710,"SouthAfrica",2011,"SAF","AF"
"total",25857449.85,0.499443333374857,"extended","un",710,"SouthAfrica",2011,"SAF","AF"
"old_female",10089616,0.383899428980183,"single","inter",840,"UnitedStates",2000,"NAM","AM"
"old_female",10203421,0.388229591249499,"one gen","inter",840,"UnitedStates",2000,"NAM","AM"
"old_female",3702189,0.140864453421886,"two gen","inter",840,"UnitedStates",2000,"NAM","AM"
"old_female",1735264,0.0660249962664455,"three+ gen","inter",840,"UnitedStates",2000,"NAM","AM"
"old_female",551435,0.020981530081986,"skipped","inter",840,"UnitedStates",2000,"NAM","AM"
"old_male",3630759,0.186276048953578,"single","inter",840,"UnitedStates",2000,"NAM","AM"
"old_male",11831487,0.60701430516474,"one gen","inter",840,"UnitedStates",2000,"NAM","AM"
"old_male",2777242,0.142486369034115,"two gen","inter",840,"UnitedStates",2000,"NAM","AM"
"old_male",932513,0.0478425687956287,"three+ gen","inter",840,"UnitedStates",2000,"NAM","AM"
"old_male",319281,0.0163807080519383,"skipped","inter",840,"UnitedStates",2000,"NAM","AM"
"total",34998368,0.124362628686055,"single","inter",840,"UnitedStates",2000,"NAM","AM"
"total",63443811,0.225440200806543,"one gen","inter",840,"UnitedStates",2000,"NAM","AM"
"total",159030679,0.56509701487133,"two gen","inter",840,"UnitedStates",2000,"NAM","AM"
"total",21015481,0.0746760666172163,"three+ gen","inter",840,"UnitedStates",2000,"NAM","AM"
"total",2933567,0.0104240890188556,"skipped","inter",840,"UnitedStates",2000,"NAM","AM"
"young_female",8853776,0.0754952014482757,"single","inter",840,"UnitedStates",2000,"NAM","AM"
"young_female",20607990,0.175722127654241,"one gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_female",76797001,0.6548398176234,"two gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_female",9956706,0.08489976765069,"three+ gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_female",1060537,0.00904308562339391,"skipped","inter",840,"UnitedStates",2000,"NAM","AM"
"young_male",12424217,0.104958475683525,"single","inter",840,"UnitedStates",2000,"NAM","AM"
"young_male",20800913,0.17572392057428,"one gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_male",75754247,0.639963894036402,"two gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_male",8390998,0.0708862666793013,"three+ gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_male",1002314,0.00846744302649068,"skipped","inter",840,"UnitedStates",2000,"NAM","AM"
"old_female",10089616,0.383899428980183,"single","un",840,"UnitedStates",2000,"NAM","AM"
"old_female",11747269,0.446971407155298,"nuclear","un",840,"UnitedStates",2000,"NAM","AM"
"old_female",734721,0.0279553723709355,"complex","un",840,"UnitedStates",2000,"NAM","AM"
"old_female",3710319,0.141173791493584,"extended","un",840,"UnitedStates",2000,"NAM","AM"
"old_male",3630759,0.186276048953578,"single","un",840,"UnitedStates",2000,"NAM","AM"
"old_male",13283080,0.681488267421302,"nuclear","un",840,"UnitedStates",2000,"NAM","AM"
"old_male",634922,0.0325746659455237,"complex","un",840,"UnitedStates",2000,"NAM","AM"
"old_male",1942521,0.0996610176795965,"extended","un",840,"UnitedStates",2000,"NAM","AM"
"young_female",8853776,0.0754952014482757,"single","un",840,"UnitedStates",2000,"NAM","AM"
"young_female",83694057,0.713650276812794,"nuclear","un",840,"UnitedStates",2000,"NAM","AM"
"young_female",8905942,0.0759400153535237,"complex","un",840,"UnitedStates",2000,"NAM","AM"
"young_female",15822235,0.134914506385407,"extended","un",840,"UnitedStates",2000,"NAM","AM"
"young_male",12424217,0.104958475683525,"single","un",840,"UnitedStates",2000,"NAM","AM"
"young_male",80672591,0.681513545747026,"nuclear","un",840,"UnitedStates",2000,"NAM","AM"
"young_male",10649540,0.0899661914413383,"complex","un",840,"UnitedStates",2000,"NAM","AM"
"young_male",14626341,0.12356178712811,"extended","un",840,"UnitedStates",2000,"NAM","AM"
"total",34998368,0.124362628686055,"single","un",840,"UnitedStates",2000,"NAM","AM"
"total",189396997,0.673000192813704,"nuclear","un",840,"UnitedStates",2000,"NAM","AM"
"total",20925125,0.0743549970839868,"complex","un",840,"UnitedStates",2000,"NAM","AM"
"total",36101416,0.128282181416254,"extended","un",840,"UnitedStates",2000,"NAM","AM"
